i,dim_reduction,model_type,best_score,best_params
3,umap,support_vector_machine,0.600639834881321,"{""model_type__kernel"": ""rbf"", ""model_type__gamma"": ""scale"", ""model_type__C"": 0.1, ""dim_reduction__spread"": 1.7, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.1, ""dim_reduction__metric"": ""euclidean""}"
3,umap,xgboost,0.5999716202270382,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 50, ""model_type__max_depth"": 3, ""model_type__learning_rate"": 0.1, ""model_type__colsample_bytree"": 1.0, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.5, ""dim_reduction__metric"": ""manhattan""}"
3,umap,lightgbm,0.6093346519894507,"{""model_type__subsample"": 1.0, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 0, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 1000, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.005, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.6, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""manhattan""}"
3,umap,mlpclassifier,0.5995023506478614,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 200, ""model_type__learning_rate"": ""constant"", ""model_type__hidden_layer_sizes"": [200, 100], ""model_type__alpha"": 0.01, ""model_type__activation"": ""logistic"", ""dim_reduction__spread"": 2.0, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""euclidean""}"
3,umap,assembled,0.889733313400148,{}
3,umap_supervised,balanced_random_forest,0.6021777892443526,"{""model_type__sampling_strategy"": ""not majority"", ""model_type__replacement"": false, ""model_type__n_estimators"": 500, ""model_type__min_samples_split"": 2, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": 30, ""model_type__bootstrap"": false, ""dim_reduction__spread"": 2.0, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""manhattan""}"
3,umap_supervised,support_vector_machine,0.600639834881321,"{""model_type__kernel"": ""rbf"", ""model_type__gamma"": ""scale"", ""model_type__C"": 0.1, ""dim_reduction__spread"": 1.7, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.1, ""dim_reduction__metric"": ""euclidean""}"
3,umap_supervised,xgboost,0.5999716202270382,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 50, ""model_type__max_depth"": 3, ""model_type__learning_rate"": 0.1, ""model_type__colsample_bytree"": 1.0, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.5, ""dim_reduction__metric"": ""manhattan""}"
3,umap_supervised,lightgbm,0.6093346519894507,"{""model_type__subsample"": 1.0, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 0, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 1000, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.005, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.6, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""manhattan""}"
3,umap_supervised,mlpclassifier,0.5995023506478614,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 200, ""model_type__learning_rate"": ""constant"", ""model_type__hidden_layer_sizes"": [200, 100], ""model_type__alpha"": 0.01, ""model_type__activation"": ""logistic"", ""dim_reduction__spread"": 2.0, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 26, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""euclidean""}"
3,umap_supervised,assembled,0.889733313400148,{}
4,,balanced_random_forest,0.7857011810572182,"{""model_type__sampling_strategy"": ""all"", ""model_type__replacement"": false, ""model_type__n_estimators"": 100, ""model_type__min_samples_split"": 2, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": null, ""model_type__bootstrap"": true}"
4,,support_vector_machine,0.7725189198486412,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 5}"
4,,xgboost,0.796230936819172,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 500, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.01, ""model_type__colsample_bytree"": 0.6}"
4,,lightgbm,0.782041050338264,"{""model_type__subsample"": 1.0, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 1, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 200, ""model_type__min_data_in_leaf"": 5, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.005, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.6}"
4,,mlpclassifier,0.7738911822038758,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 1000, ""model_type__learning_rate"": ""invscaling"", ""model_type__hidden_layer_sizes"": [100, 50], ""model_type__alpha"": 0.005, ""model_type__activation"": ""logistic""}"
4,,assembled,0.9764137945883972,{}
4,pca,balanced_random_forest,0.7631427015250545,"{""model_type__sampling_strategy"": ""all"", ""model_type__replacement"": false, ""model_type__n_estimators"": 100, ""model_type__min_samples_split"": 2, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": null, ""model_type__bootstrap"": true, ""dim_reduction__n_components"": 22}"
4,pca,support_vector_machine,0.7725189198486412,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 5, ""dim_reduction__n_components"": 22}"
4,pca,xgboost,0.7715356610480449,"{""model_type__subsample"": 0.5, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 500, ""model_type__max_depth"": 6, ""model_type__learning_rate"": 0.3, ""model_type__colsample_bytree"": 0.5, ""dim_reduction__n_components"": 22}"
4,pca,lightgbm,0.7596167297328288,"{""model_type__subsample"": 0.5, ""model_type__reg_lambda"": 0.01, ""model_type__reg_alpha"": 0.1, ""model_type__num_leaves"": 15, ""model_type__n_estimators"": 500, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.1, ""model_type__is_unbalance"": false, ""model_type__colsample_bytree"": 0.8, ""dim_reduction__n_components"": 22}"
4,pca,mlpclassifier,0.7705515422543285,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 500, ""model_type__learning_rate"": ""adaptive"", ""model_type__hidden_layer_sizes"": [100, 50], ""model_type__alpha"": 0.0001, ""model_type__activation"": ""logistic"", ""dim_reduction__n_components"": 22}"
4,pca,assembled,0.978437376898768,{}
4,umap,balanced_random_forest,0.7486658640064212,"{""model_type__sampling_strategy"": ""not majority"", ""model_type__replacement"": false, ""model_type__n_estimators"": 500, ""model_type__min_samples_split"": 5, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": null, ""model_type__bootstrap"": true, ""dim_reduction__spread"": 1.7, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""cosine""}"
4,umap,support_vector_machine,0.7308912395367504,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 1, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""euclidean""}"
4,umap,xgboost,0.7318117188395826,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 50, ""model_type__max_depth"": 3, ""model_type__learning_rate"": 0.1, ""model_type__colsample_bytree"": 1.0, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.5, ""dim_reduction__metric"": ""manhattan""}"
4,umap,lightgbm,0.7371038298360281,"{""model_type__subsample"": 1.0, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 0, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 1000, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.005, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.6, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""manhattan""}"
4,umap,mlpclassifier,0.7438877422313954,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 500, ""model_type__learning_rate"": ""adaptive"", ""model_type__hidden_layer_sizes"": [200], ""model_type__alpha"": 0.001, ""model_type__activation"": ""tanh"", ""dim_reduction__spread"": 1.7, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""cosine""}"
4,umap,assembled,0.9637910104178032,{}
4,umap_supervised,balanced_random_forest,0.7486658640064212,"{""model_type__sampling_strategy"": ""not majority"", ""model_type__replacement"": false, ""model_type__n_estimators"": 500, ""model_type__min_samples_split"": 5, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": null, ""model_type__bootstrap"": true, ""dim_reduction__spread"": 1.7, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""cosine""}"
4,umap_supervised,support_vector_machine,0.7308912395367504,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 1, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""euclidean""}"
4,umap_supervised,xgboost,0.7318117188395826,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 50, ""model_type__max_depth"": 3, ""model_type__learning_rate"": 0.1, ""model_type__colsample_bytree"": 1.0, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.5, ""dim_reduction__metric"": ""manhattan""}"
4,umap_supervised,lightgbm,0.7371038298360281,"{""model_type__subsample"": 1.0, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 0, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 1000, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.005, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.6, ""dim_reduction__spread"": 0.9, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""manhattan""}"
4,umap_supervised,mlpclassifier,0.7438877422313954,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 500, ""model_type__learning_rate"": ""adaptive"", ""model_type__hidden_layer_sizes"": [200], ""model_type__alpha"": 0.001, ""model_type__activation"": ""tanh"", ""dim_reduction__spread"": 1.7, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 22, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""cosine""}"
4,umap_supervised,assembled,0.9637910104178032,{}
5,,balanced_random_forest,0.778874660084397,"{""model_type__sampling_strategy"": ""all"", ""model_type__replacement"": false, ""model_type__n_estimators"": 200, ""model_type__min_samples_split"": 2, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": null, ""model_type__bootstrap"": true}"
5,,support_vector_machine,0.778153537818055,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 5}"
5,,xgboost,0.794612818947338,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 1, ""model_type__n_estimators"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.2, ""model_type__colsample_bytree"": 0.6}"
5,,lightgbm,0.7877302978044167,"{""model_type__subsample"": 1.0, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 1, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 200, ""model_type__min_data_in_leaf"": 5, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.005, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.6}"
5,,mlpclassifier,0.7728326502747802,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 200, ""model_type__learning_rate"": ""constant"", ""model_type__hidden_layer_sizes"": [200], ""model_type__alpha"": 0.001, ""model_type__activation"": ""logistic""}"
5,,assembled,0.981447168850604,{}
5,pca,balanced_random_forest,0.7610565271769216,"{""model_type__sampling_strategy"": ""not majority"", ""model_type__replacement"": false, ""model_type__n_estimators"": 500, ""model_type__min_samples_split"": 5, ""model_type__min_samples_leaf"": 1, ""model_type__max_depth"": 20, ""model_type__bootstrap"": true, ""dim_reduction__n_components"": 76}"
5,pca,support_vector_machine,0.778153537818055,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 5, ""dim_reduction__n_components"": 76}"
5,pca,xgboost,0.7595363535987959,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 10, ""model_type__n_estimators"": 500, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.01, ""model_type__colsample_bytree"": 0.6, ""dim_reduction__n_components"": 76}"
5,pca,lightgbm,0.7558473267313198,"{""model_type__subsample"": 0.5, ""model_type__reg_lambda"": 0.01, ""model_type__reg_alpha"": 0.1, ""model_type__num_leaves"": 15, ""model_type__n_estimators"": 500, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.1, ""model_type__is_unbalance"": false, ""model_type__colsample_bytree"": 0.8, ""dim_reduction__n_components"": 76}"
5,pca,mlpclassifier,0.7715299315574571,"{""model_type__solver"": ""adam"", ""model_type__max_iter"": 200, ""model_type__learning_rate"": ""constant"", ""model_type__hidden_layer_sizes"": [200], ""model_type__alpha"": 0.001, ""model_type__activation"": ""logistic"", ""dim_reduction__n_components"": 76}"
5,pca,assembled,0.9823356786402586,{}
5,umap,balanced_random_forest,0.7233222046806407,"{""model_type__sampling_strategy"": ""all"", ""model_type__replacement"": false, ""model_type__n_estimators"": 500, ""model_type__min_samples_split"": 10, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": 30, ""model_type__bootstrap"": true, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 50, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""euclidean""}"
5,umap,support_vector_machine,0.7217169961978053,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 1, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""euclidean""}"
5,umap,xgboost,0.7203195206667927,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 1, ""model_type__n_estimators"": 500, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.2, ""model_type__colsample_bytree"": 0.8, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 30, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""cosine""}"
5,umap,lightgbm,0.7040204564456198,"{""model_type__subsample"": 0.7, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 50, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 200, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 15, ""model_type__learning_rate"": 0.05, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.3, ""dim_reduction__spread"": 2.0, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""correlation""}"
5,umap,mlpclassifier,0.7278599403434354,"{""model_type__solver"": ""sgd"", ""model_type__max_iter"": 200, ""model_type__learning_rate"": ""invscaling"", ""model_type__hidden_layer_sizes"": [200, 100], ""model_type__alpha"": 0.0001, ""model_type__activation"": ""relu"", ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 50, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.5, ""dim_reduction__metric"": ""cosine""}"
5,umap,assembled,0.9709260337148086,{}
5,umap_supervised,balanced_random_forest,0.7233222046806407,"{""model_type__sampling_strategy"": ""all"", ""model_type__replacement"": false, ""model_type__n_estimators"": 500, ""model_type__min_samples_split"": 10, ""model_type__min_samples_leaf"": 4, ""model_type__max_depth"": 30, ""model_type__bootstrap"": true, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 50, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""euclidean""}"
5,umap_supervised,support_vector_machine,0.7217169961978053,"{""model_type__kernel"": ""linear"", ""model_type__gamma"": 0.3, ""model_type__C"": 1, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""euclidean""}"
5,umap_supervised,xgboost,0.7203195206667927,"{""model_type__subsample"": 0.8, ""model_type__reg_lambda"": 1, ""model_type__n_estimators"": 500, ""model_type__max_depth"": 10, ""model_type__learning_rate"": 0.2, ""model_type__colsample_bytree"": 0.8, ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 30, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.9, ""dim_reduction__metric"": ""cosine""}"
5,umap_supervised,lightgbm,0.7040204564456198,"{""model_type__subsample"": 0.7, ""model_type__reg_lambda"": 0.1, ""model_type__reg_alpha"": 50, ""model_type__num_leaves"": 63, ""model_type__n_estimators"": 200, ""model_type__min_data_in_leaf"": 50, ""model_type__max_depth"": 15, ""model_type__learning_rate"": 0.05, ""model_type__is_unbalance"": true, ""model_type__colsample_bytree"": 0.3, ""dim_reduction__spread"": 2.0, ""dim_reduction__n_neighbors"": 100, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.7, ""dim_reduction__metric"": ""correlation""}"
5,umap_supervised,mlpclassifier,0.7278599403434354,"{""model_type__solver"": ""sgd"", ""model_type__max_iter"": 200, ""model_type__learning_rate"": ""invscaling"", ""model_type__hidden_layer_sizes"": [200, 100], ""model_type__alpha"": 0.0001, ""model_type__activation"": ""relu"", ""dim_reduction__spread"": 1.1, ""dim_reduction__n_neighbors"": 50, ""dim_reduction__n_components"": 76, ""dim_reduction__min_dist"": 0.5, ""dim_reduction__metric"": ""cosine""}"
5,umap_supervised,assembled,0.9709260337148086,{}
